Specialization,Case Type,Case Number,Lawyer ID,Lawyer Name,Image Url,Win/Lose,Location,Price
Criminal Lawyer,Robbery,1028,1001,Lawyer two,https://img.freepik.com/premium-photo/looking-camera-young-attractive-asian-female-lawyer-working-office-with-contract-law-books-when-sitting-desk-law-legal-services-advice-justice-real-estate-concept_35675-2099.jpg,1,Supreme Court,337
Criminal Lawyer,Robbery,1028,1001,Lawyer two,https://img.freepik.com/premium-photo/looking-camera-young-attractive-asian-female-lawyer-working-office-with-contract-law-books-when-sitting-desk-law-legal-services-advice-justice-real-estate-concept_35675-2099.jpg,1,High Court,919
Criminal Lawyer,Drug,1030,1001,Lawyer two,https://img.freepik.com/premium-photo/looking-camera-young-attractive-asian-female-lawyer-working-office-with-contract-law-books-when-sitting-desk-law-legal-services-advice-justice-real-estate-concept_35675-2099.jpg,1,District Court,878
Criminal Lawyer,Robbery,1042,1001,Lawyer two,https://img.freepik.com/premium-photo/looking-camera-young-attractive-asian-female-lawyer-working-office-with-contract-law-books-when-sitting-desk-law-legal-services-advice-justice-real-estate-concept_35675-2099.jpg,1,Vilage Court,283
Criminal Lawyer,Burglary,1040,1001,Lawyer two,https://img.freepik.com/premium-photo/looking-camera-young-attractive-asian-female-lawyer-working-office-with-contract-law-books-when-sitting-desk-law-legal-services-advice-justice-real-estate-concept_35675-2099.jpg,0,Supreme Court,681
Criminal Lawyer,Murder,1035,1001,Lawyer two,https://img.freepik.com/premium-photo/looking-camera-young-attractive-asian-female-lawyer-working-office-with-contract-law-books-when-sitting-desk-law-legal-services-advice-justice-real-estate-concept_35675-2099.jpg,0,High Court,905
Criminal Lawyer,Robbery,1027,1001,Lawyer two,https://img.freepik.com/premium-photo/looking-camera-young-attractive-asian-female-lawyer-working-office-with-contract-law-books-when-sitting-desk-law-legal-services-advice-justice-real-estate-concept_35675-2099.jpg,0,District Court,658
Criminal Lawyer,Drug,1022,1001,Lawyer two,https://img.freepik.com/premium-photo/looking-camera-young-attractive-asian-female-lawyer-working-office-with-contract-law-books-when-sitting-desk-law-legal-services-advice-justice-real-estate-concept_35675-2099.jpg,1,Vilage Court,368
Family Lawyer,Divorce,1009,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Supreme Court,613
Family Lawyer,Adoption,1029,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,371
Family Lawyer,Adoption,1004,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,653
Family Lawyer,Divorce,1003,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,795
Family Lawyer,Adoption,1037,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Supreme Court,569
Family Lawyer,ChildCustody,1015,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,High Court,101
Family Lawyer,Divorce,1018,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,188
Family Lawyer,ChildCustody,1032,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Vilage Court,474
Family Lawyer,ChildCustody,1016,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,527
Family Lawyer,ChildCustody,1014,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,611
Family Lawyer,Adoption,1013,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,District Court,260
Family Lawyer,Adoption,1004,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,552
Family Lawyer,Divorce,1009,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Supreme Court,133
Family Lawyer,ChildCustody,1015,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,High Court,348
Family Lawyer,Adoption,1041,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,374
Family Lawyer,ChildCustody,1015,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Vilage Court,243
Family Lawyer,Adoption,1005,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,291
Family Lawyer,Divorce,1040,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,366
Family Lawyer,Divorce,1010,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,District Court,298
Family Lawyer,Divorce,1009,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Vilage Court,449
Family Lawyer,Adoption,1037,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Supreme Court,507
Family Lawyer,Adoption,1005,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,132
Family Lawyer,ChildCustody,1016,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,570
Family Lawyer,Adoption,1034,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,361
Family Lawyer,Adoption,1008,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,992
Family Lawyer,ChildCustody,1031,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,693
Family Lawyer,Adoption,1020,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,690
Family Lawyer,Adoption,1030,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,610
Family Lawyer,Divorce,1042,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,732
Family Lawyer,ChildCustody,1027,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,High Court,179
Family Lawyer,Adoption,1023,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,316
Family Lawyer,Divorce,1002,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Vilage Court,659
Family Lawyer,ChildCustody,1007,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,913
Family Lawyer,ChildCustody,1012,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,322
Family Lawyer,ChildCustody,1039,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,229
Family Lawyer,Divorce,1042,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,497
Family Lawyer,Adoption,1013,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Supreme Court,612
Family Lawyer,ChildCustody,1036,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,High Court,817
Family Lawyer,ChildCustody,1007,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,596
Family Lawyer,ChildCustody,1001,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Vilage Court,973
Family Lawyer,Adoption,1013,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Supreme Court,486
Family Lawyer,ChildCustody,1033,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,490
Family Lawyer,ChildCustody,1024,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,710
Family Lawyer,ChildCustody,1027,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Vilage Court,867
Family Lawyer,ChildCustody,1036,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Supreme Court,334
Family Lawyer,ChildCustody,1032,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,High Court,703
Family Lawyer,Adoption,1034,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,435
Family Lawyer,Adoption,1006,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,377
Family Lawyer,Adoption,1005,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,556
Family Lawyer,ChildCustody,1014,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,124
Family Lawyer,Divorce,1018,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,154
Family Lawyer,Divorce,1017,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Vilage Court,423
Family Lawyer,Adoption,1038,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,126
Family Lawyer,Adoption,1023,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,871
Family Lawyer,ChildCustody,1022,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,946
Family Lawyer,ChildCustody,1021,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Vilage Court,802
Family Lawyer,Divorce,1002,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Supreme Court,467
Family Lawyer,ChildCustody,1001,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,High Court,330
Family Lawyer,Adoption,1026,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,382
Family Lawyer,Adoption,1038,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,998
Family Lawyer,Adoption,1038,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,719
Family Lawyer,Divorce,1028,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,254
Family Lawyer,ChildCustody,1033,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,299
Family Lawyer,ChildCustody,1039,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,612
Family Lawyer,ChildCustody,1022,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,929
Family Lawyer,Adoption,1025,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,High Court,397
Family Lawyer,Adoption,1026,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,405
Family Lawyer,Adoption,1035,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,148
Family Lawyer,ChildCustody,1011,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,216
Family Lawyer,ChildCustody,1011,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,622
Family Lawyer,Divorce,1010,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,District Court,277
Family Lawyer,Divorce,1019,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,827
Family Lawyer,Adoption,1004,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,606
Family Lawyer,Adoption,1029,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,204
Family Lawyer,Divorce,1002,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,District Court,427
Family Lawyer,Adoption,1025,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Vilage Court,752
Family Lawyer,Adoption,1030,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,315
Family Lawyer,Divorce,1042,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,328
Family Lawyer,Divorce,1003,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,259
Family Lawyer,Divorce,1017,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Vilage Court,996
Family Lawyer,ChildCustody,1012,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,838
Family Lawyer,ChildCustody,1016,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,718
Family Lawyer,Divorce,1019,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,982
Family Lawyer,ChildCustody,1031,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,749
Family Lawyer,Divorce,1010,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,Supreme Court,796
Family Lawyer,Adoption,1035,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,654
Family Lawyer,ChildCustody,1039,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,617
Family Lawyer,ChildCustody,1007,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,663
Family Lawyer,Divorce,1040,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,689
Family Lawyer,Adoption,1008,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,787
Family Lawyer,Adoption,1041,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,838
Family Lawyer,Adoption,1026,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,241
Family Lawyer,Adoption,1006,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,190
Family Lawyer,ChildCustody,1014,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,106
Family Lawyer,ChildCustody,1024,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,836
Family Lawyer,Divorce,1019,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,989
Family Lawyer,Adoption,1034,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,775
Family Lawyer,Divorce,1017,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,0,High Court,402
Family Lawyer,ChildCustody,1031,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,District Court,275
Family Lawyer,Adoption,1041,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Vilage Court,378
Family Lawyer,Divorce,1018,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,Supreme Court,920
Family Lawyer,ChildCustody,1012,1004,Lawyer Four,https://destinationcles.com/wp-content/uploads/2022/06/15-Lawyer-Tips-and-Tricks-to-Help-You-Succeed-in-Law-from-Destination-CLEs-at-DestinationCLEs.com_.jpg,1,High Court,886
