Specialization,Case Type,Case Number,Lawyer ID,Win/Lose,Location,Price
Immigration Lawyer,Deportation,1035,1009,0,High Court,403
Business Lawyer,ContractDispute,1001,1014,1,District Court,594
Criminal Lawyer,Drug,1009,1001,1,Supreme Court,444
Criminal Lawyer,Robbery,1030,1002,1,Vilage Court,691
Business Lawyer,BusinessFraud,1011,1014,1,Vilage Court,323
Tax Lawyer,TaxFraud,1014,1017,0,Vilage Court,463
Business Lawyer,BusinessFraud,1045,1012,0,High Court,876
Family Lawyer,Divorce,1002,1004,1,Supreme Court,454
Business Lawyer,IntellectualProperty,1008,1013,1,Vilage Court,924
Business Lawyer,BusinessFraud,1041,1013,0,Vilage Court,829
Tax Lawyer,IRSAudit,1015,1018,1,Vilage Court,161
Business Lawyer,IntellectualProperty,1037,1013,0,Vilage Court,687
Immigration Lawyer,Asylum,1020,1010,0,District Court,898
Tax Lawyer,TaxFraud,1007,1017,1,District Court,982
Family Lawyer,Adoption,1007,1004,0,Vilage Court,146
Tax Lawyer,TaxFraud,1009,1016,0,District Court,709
Immigration Lawyer,VisaApplication,1006,1008,0,High Court,507
Business Lawyer,ContractDispute,1030,1012,0,Vilage Court,843
Criminal Lawyer,Murder,1041,1002,0,Supreme Court,343
Business Lawyer,ContractDispute,1014,1013,1,Vilage Court,824
Immigration Lawyer,VisaApplication,1032,1009,1,High Court,127
Family Lawyer,Adoption,1036,1004,0,District Court,157
Criminal Lawyer,Robbery,1002,1000,1,District Court,533
Immigration Lawyer,VisaApplication,1022,1009,1,High Court,179
Family Lawyer,ChildCustody,1018,1006,1,District Court,106
Tax Lawyer,TaxEvasion,1030,1017,1,Vilage Court,324
Business Lawyer,IntellectualProperty,1038,1013,1,Supreme Court,588
Immigration Lawyer,Asylum,1030,1008,1,Vilage Court,851
Tax Lawyer,TaxEvasion,1001,1017,1,High Court,287
Criminal Lawyer,Assault,1043,1002,1,Vilage Court,602
Family Lawyer,ChildCustody,1014,1006,0,District Court,760
Tax Lawyer,IRSAudit,1028,1017,1,District Court,183
Business Lawyer,BusinessFraud,1023,1014,0,Vilage Court,415
Tax Lawyer,IRSAudit,1023,1016,0,High Court,683
Tax Lawyer,TaxFraud,1010,1017,0,District Court,534
Business Lawyer,ContractDispute,1046,1013,0,Vilage Court,406
Business Lawyer,BusinessFraud,1049,1012,0,Vilage Court,664
Immigration Lawyer,Deportation,1023,1008,1,Supreme Court,639
Business Lawyer,BusinessFraud,1016,1014,1,Supreme Court,542
Family Lawyer,Adoption,1001,1005,1,High Court,248
Family Lawyer,Adoption,1013,1004,1,Supreme Court,898
Immigration Lawyer,Deportation,1040,1010,1,Vilage Court,531
Tax Lawyer,TaxFraud,1007,1018,0,High Court,572
Tax Lawyer,TaxFraud,1050,1016,1,Supreme Court,369
Tax Lawyer,TaxEvasion,1018,1018,0,Vilage Court,594
Criminal Lawyer,Assault,1010,1001,0,Vilage Court,814
Business Lawyer,BusinessFraud,1022,1012,0,District Court,397
Family Lawyer,Adoption,1004,1004,0,Supreme Court,217
Family Lawyer,Adoption,1004,1006,0,High Court,887
Immigration Lawyer,Asylum,1006,1010,1,Vilage Court,999
Family Lawyer,Divorce,1010,1006,1,District Court,408
Family Lawyer,Divorce,1018,1004,0,Vilage Court,727
Immigration Lawyer,Asylum,1010,1009,0,High Court,978
Business Lawyer,ContractDispute,1048,1013,0,High Court,435
Immigration Lawyer,Deportation,1050,1010,1,District Court,544
Family Lawyer,Adoption,1006,1006,1,Supreme Court,211
Immigration Lawyer,Deportation,1024,1009,0,District Court,564
Tax Lawyer,TaxFraud,1025,1016,0,Supreme Court,519
Business Lawyer,BusinessFraud,1006,1014,0,Supreme Court,756
Family Lawyer,ChildCustody,1038,1004,0,Supreme Court,658
Criminal Lawyer,Burglary,1042,1002,1,Supreme Court,582
Tax Lawyer,IRSAudit,1022,1019,1,Vilage Court,749
Criminal Lawyer,Drug,1015,1002,1,District Court,146
Immigration Lawyer,Asylum,1014,1009,0,High Court,508
Immigration Lawyer,VisaApplication,1008,1008,1,Supreme Court,300
Immigration Lawyer,VisaApplication,1027,1010,0,Vilage Court,953
Business Lawyer,IntellectualProperty,1040,1013,0,District Court,503
Immigration Lawyer,Asylum,1057,1010,1,High Court,347
Immigration Lawyer,Asylum,1023,1010,1,District Court,692
Immigration Lawyer,Asylum,1011,1010,0,District Court,310
Business Lawyer,BusinessFraud,1040,1014,1,Vilage Court,187
Tax Lawyer,TaxEvasion,1053,1016,1,Vilage Court,392
Criminal Lawyer,Drug,1040,1002,0,Vilage Court,817
Criminal Lawyer,Burglary,1013,1000,1,Supreme Court,230
Criminal Lawyer,Assault,1006,1002,0,Supreme Court,777
Family Lawyer,Adoption,1031,1004,1,Supreme Court,385
Business Lawyer,BusinessFraud,1057,1014,1,District Court,861
Criminal Lawyer,Robbery,1016,1002,0,High Court,399
Immigration Lawyer,Asylum,1036,1010,1,District Court,413
Criminal Lawyer,Murder,1009,1000,0,High Court,676
Business Lawyer,IntellectualProperty,1024,1012,0,High Court,717
Criminal Lawyer,Murder,1023,1002,0,High Court,825
Immigration Lawyer,VisaApplication,1037,1009,0,District Court,789
Business Lawyer,BusinessFraud,1027,1012,1,District Court,325
Family Lawyer,ChildCustody,1015,1005,1,Vilage Court,199
Business Lawyer,BusinessFraud,1044,1012,1,District Court,322
Business Lawyer,IntellectualProperty,1050,1014,0,District Court,725
Business Lawyer,IntellectualProperty,1002,1013,1,District Court,613
Business Lawyer,IntellectualProperty,1032,1014,1,District Court,146
Family Lawyer,Adoption,1023,1006,1,District Court,389
Immigration Lawyer,VisaApplication,1009,1010,0,Vilage Court,264
Tax Lawyer,TaxEvasion,1003,1018,1,Supreme Court,186
Immigration Lawyer,VisaApplication,1016,1008,1,Vilage Court,615
Family Lawyer,Divorce,1027,1005,1,Vilage Court,399
Family Lawyer,Adoption,1028,1005,1,Vilage Court,848
Immigration Lawyer,VisaApplication,1009,1008,1,District Court,783
Immigration Lawyer,Deportation,1051,1010,1,Supreme Court,720
Tax Lawyer,TaxFraud,1036,1016,0,Vilage Court,311
Immigration Lawyer,Deportation,1023,1009,1,Vilage Court,632
Tax Lawyer,TaxFraud,1009,1017,0,District Court,650
Business Lawyer,ContractDispute,1023,1012,1,High Court,543
Family Lawyer,Adoption,1029,1006,1,District Court,360
Immigration Lawyer,Deportation,1016,1010,1,High Court,306
Business Lawyer,IntellectualProperty,1025,1012,1,Vilage Court,159
Tax Lawyer,TaxEvasion,1034,1016,0,Supreme Court,703
Business Lawyer,ContractDispute,1047,1012,0,District Court,681
Business Lawyer,IntellectualProperty,1040,1013,0,High Court,931
Criminal Lawyer,Robbery,1021,1001,0,Vilage Court,691
Family Lawyer,Adoption,1031,1004,1,District Court,684
Tax Lawyer,TaxFraud,1024,1019,1,Supreme Court,764
Tax Lawyer,TaxFraud,1020,1017,1,District Court,312
Criminal Lawyer,Drug,1011,1001,0,Vilage Court,620
Business Lawyer,IntellectualProperty,1033,1012,1,Vilage Court,278
Immigration Lawyer,Deportation,1007,1009,0,Supreme Court,397
Family Lawyer,Adoption,1025,1005,0,Vilage Court,103
Tax Lawyer,TaxEvasion,1031,1019,0,District Court,230
Business Lawyer,BusinessFraud,1007,1012,0,High Court,340
Criminal Lawyer,Burglary,1014,1001,0,Vilage Court,973
Business Lawyer,BusinessFraud,1023,1014,0,Vilage Court,171
Family Lawyer,Divorce,1003,1006,0,Vilage Court,399
Immigration Lawyer,Deportation,1056,1010,1,Supreme Court,734
Tax Lawyer,TaxFraud,1050,1016,1,High Court,502
Tax Lawyer,TaxFraud,1050,1016,1,Supreme Court,372
Family Lawyer,ChildCustody,1012,1005,1,High Court,487
Tax Lawyer,TaxFraud,1004,1019,1,Vilage Court,616
Tax Lawyer,TaxFraud,1008,1018,0,Supreme Court,262
Tax Lawyer,TaxEvasion,1025,1019,1,Supreme Court,218
Business Lawyer,IntellectualProperty,1051,1014,1,District Court,803
Tax Lawyer,TaxEvasion,1008,1019,0,High Court,858
Business Lawyer,BusinessFraud,1015,1012,1,High Court,749
Tax Lawyer,TaxFraud,1007,1016,0,Supreme Court,576
Criminal Lawyer,Burglary,1042,1002,1,District Court,247
Tax Lawyer,IRSAudit,1030,1016,0,High Court,107
Business Lawyer,ContractDispute,1015,1014,1,District Court,661
Criminal Lawyer,Assault,1011,1002,1,District Court,753
Tax Lawyer,IRSAudit,1025,1017,0,District Court,850
Tax Lawyer,TaxEvasion,1032,1016,0,District Court,295
Business Lawyer,BusinessFraud,1009,1012,0,Vilage Court,593
Business Lawyer,IntellectualProperty,1008,1013,1,Vilage Court,528
Family Lawyer,ChildCustody,1016,1006,0,District Court,428
Criminal Lawyer,Murder,1027,1001,0,District Court,750
Business Lawyer,ContractDispute,1014,1013,1,High Court,536
Family Lawyer,ChildCustody,1005,1006,0,District Court,935
Immigration Lawyer,Asylum,1002,1008,1,District Court,897
Family Lawyer,Divorce,1034,1004,1,High Court,978
Tax Lawyer,TaxFraud,1011,1017,1,District Court,366
Immigration Lawyer,VisaApplication,1010,1008,0,Vilage Court,788
Immigration Lawyer,Deportation,1001,1008,0,High Court,106
Immigration Lawyer,Deportation,1025,1009,0,Vilage Court,998
Tax Lawyer,TaxFraud,1012,1018,0,High Court,169
Tax Lawyer,TaxFraud,1021,1016,1,Supreme Court,954
Immigration Lawyer,Asylum,1030,1009,0,Supreme Court,421
Family Lawyer,Divorce,1022,1006,1,Supreme Court,626
Business Lawyer,ContractDispute,1024,1013,1,Supreme Court,516
Tax Lawyer,TaxFraud,1016,1017,0,Supreme Court,835
Family Lawyer,ChildCustody,1015,1004,1,Vilage Court,898
Tax Lawyer,IRSAudit,1041,1016,1,High Court,383
Tax Lawyer,IRSAudit,1019,1018,1,District Court,168
Immigration Lawyer,Deportation,1040,1009,0,District Court,421
Criminal Lawyer,Assault,1008,1002,0,Supreme Court,220
Business Lawyer,IntellectualProperty,1017,1014,1,Vilage Court,168
Family Lawyer,Divorce,1021,1005,1,High Court,653
Business Lawyer,IntellectualProperty,1013,1014,1,Supreme Court,641
Business Lawyer,ContractDispute,1014,1014,0,District Court,577
Tax Lawyer,TaxFraud,1005,1017,0,Vilage Court,530
Business Lawyer,IntellectualProperty,1002,1012,1,High Court,833
Criminal Lawyer,Drug,1020,1001,0,Supreme Court,119
Business Lawyer,IntellectualProperty,1043,1013,0,District Court,629
Immigration Lawyer,VisaApplication,1043,1009,1,District Court,462
Tax Lawyer,TaxFraud,1010,1018,1,Supreme Court,729
Family Lawyer,ChildCustody,1005,1006,0,Supreme Court,635
Tax Lawyer,IRSAudit,1023,1016,0,High Court,257
Tax Lawyer,TaxFraud,1033,1016,1,High Court,489
Immigration Lawyer,Asylum,1020,1010,0,District Court,327
Tax Lawyer,TaxEvasion,1016,1019,1,High Court,184
Criminal Lawyer,Burglary,1022,1002,0,Vilage Court,378
Immigration Lawyer,Deportation,1031,1010,0,Vilage Court,753
Immigration Lawyer,Asylum,1013,1009,1,Vilage Court,296
Criminal Lawyer,Murder,1043,1000,1,Supreme Court,134
Immigration Lawyer,Deportation,1033,1009,1,Vilage Court,319
Business Lawyer,BusinessFraud,1032,1013,1,District Court,108
Business Lawyer,ContractDispute,1048,1014,0,Supreme Court,341
Tax Lawyer,IRSAudit,1015,1016,1,Vilage Court,821
Criminal Lawyer,Drug,1022,1000,0,Vilage Court,571
Immigration Lawyer,Asylum,1036,1010,1,High Court,781
Family Lawyer,ChildCustody,1009,1005,1,Vilage Court,539
Business Lawyer,IntellectualProperty,1034,1012,1,Vilage Court,303
Criminal Lawyer,Drug,1018,1001,0,Vilage Court,460
Business Lawyer,ContractDispute,1015,1013,1,District Court,892
Tax Lawyer,TaxFraud,1026,1017,1,District Court,622
Criminal Lawyer,Drug,1026,1001,0,District Court,756
Criminal Lawyer,Burglary,1003,1002,0,Vilage Court,486
Tax Lawyer,IRSAudit,1003,1016,0,Supreme Court,431
Tax Lawyer,TaxFraud,1010,1017,0,High Court,694
Tax Lawyer,IRSAudit,1006,1018,1,Vilage Court,544
Family Lawyer,Adoption,1041,1004,0,Vilage Court,407
Family Lawyer,Adoption,1029,1006,1,Supreme Court,711
Business Lawyer,ContractDispute,1001,1014,1,District Court,616
Business Lawyer,ContractDispute,1023,1012,1,Vilage Court,759
Business Lawyer,ContractDispute,1053,1012,0,District Court,452
Family Lawyer,ChildCustody,1026,1004,1,Supreme Court,571
Business Lawyer,IntellectualProperty,1051,1013,1,Vilage Court,851
Immigration Lawyer,Asylum,1025,1008,0,Supreme Court,798
Family Lawyer,Adoption,1021,1006,0,Vilage Court,243
Business Lawyer,BusinessFraud,1014,1012,1,Supreme Court,960
Criminal Lawyer,Robbery,1031,1000,1,Vilage Court,972
Business Lawyer,IntellectualProperty,1012,1014,1,Supreme Court,218
Immigration Lawyer,VisaApplication,1045,1009,1,District Court,486
Tax Lawyer,IRSAudit,1044,1016,1,High Court,356
Family Lawyer,Adoption,1004,1004,0,Supreme Court,235
Family Lawyer,Adoption,1017,1006,0,High Court,645
Business Lawyer,IntellectualProperty,1042,1012,1,District Court,835
Family Lawyer,Adoption,1004,1004,0,High Court,864
Business Lawyer,IntellectualProperty,1021,1014,1,District Court,148
Immigration Lawyer,Asylum,1020,1009,1,District Court,737
Business Lawyer,BusinessFraud,1040,1014,1,District Court,149
Criminal Lawyer,Robbery,1026,1002,0,District Court,562
Immigration Lawyer,VisaApplication,1048,1010,0,District Court,743
Criminal Lawyer,Drug,1015,1000,0,Supreme Court,512
Business Lawyer,IntellectualProperty,1046,1014,1,High Court,261
Immigration Lawyer,Asylum,1020,1008,0,Supreme Court,219
Immigration Lawyer,Asylum,1018,1009,0,District Court,478
Business Lawyer,ContractDispute,1006,1012,0,District Court,590
Criminal Lawyer,Burglary,1014,1001,0,Supreme Court,204
Tax Lawyer,TaxEvasion,1027,1016,1,High Court,642
Tax Lawyer,TaxEvasion,1027,1019,1,Vilage Court,195
Criminal Lawyer,Robbery,1010,1002,1,District Court,888
Family Lawyer,Divorce,1001,1004,0,High Court,895
Family Lawyer,Divorce,1018,1005,1,Vilage Court,674
Business Lawyer,ContractDispute,1014,1014,0,District Court,685
Business Lawyer,BusinessFraud,1021,1013,1,Supreme Court,718
Tax Lawyer,TaxFraud,1007,1018,0,High Court,991
Immigration Lawyer,VisaApplication,1013,1010,0,Supreme Court,419
Business Lawyer,IntellectualProperty,1055,1014,1,Supreme Court,631
Business Lawyer,BusinessFraud,1009,1013,0,District Court,505
Criminal Lawyer,Murder,1036,1000,1,Supreme Court,962
Immigration Lawyer,VisaApplication,1047,1010,1,Vilage Court,510
Criminal Lawyer,Robbery,1034,1000,1,High Court,183
Business Lawyer,IntellectualProperty,1037,1013,0,District Court,757
Family Lawyer,ChildCustody,1011,1004,0,Supreme Court,992
Tax Lawyer,IRSAudit,1023,1018,0,Vilage Court,557
Family Lawyer,Adoption,1033,1004,1,High Court,490
Immigration Lawyer,VisaApplication,1014,1008,1,Supreme Court,240
Tax Lawyer,IRSAudit,1016,1016,0,District Court,160
Business Lawyer,BusinessFraud,1050,1013,1,High Court,845
Business Lawyer,BusinessFraud,1027,1012,1,High Court,181
Criminal Lawyer,Assault,1005,1002,1,District Court,662
Criminal Lawyer,Burglary,1029,1001,0,High Court,700
Immigration Lawyer,VisaApplication,1012,1008,0,District Court,930
Family Lawyer,Divorce,1009,1006,1,District Court,939
Criminal Lawyer,Assault,1027,1002,0,District Court,339
Family Lawyer,ChildCustody,1005,1006,0,Vilage Court,535
Tax Lawyer,TaxFraud,1007,1019,1,District Court,480
Immigration Lawyer,Asylum,1041,1009,0,Supreme Court,318
Business Lawyer,ContractDispute,1001,1014,1,Vilage Court,840
Criminal Lawyer,Murder,1016,1001,1,Supreme Court,635
Criminal Lawyer,Murder,1031,1002,1,High Court,500
Immigration Lawyer,Deportation,1033,1010,0,Supreme Court,107
Business Lawyer,IntellectualProperty,1055,1014,1,High Court,232
Business Lawyer,ContractDispute,1052,1012,0,Vilage Court,406
Business Lawyer,BusinessFraud,1009,1012,0,District Court,434
Criminal Lawyer,Assault,1016,1000,0,High Court,164
Tax Lawyer,TaxFraud,1024,1019,1,Vilage Court,658
Business Lawyer,IntellectualProperty,1040,1013,0,Supreme Court,134
Business Lawyer,IntellectualProperty,1020,1013,0,Vilage Court,372
Immigration Lawyer,Deportation,1012,1009,1,Vilage Court,343
Business Lawyer,BusinessFraud,1057,1014,1,District Court,640
Tax Lawyer,TaxFraud,1011,1019,1,Supreme Court,537
Business Lawyer,BusinessFraud,1036,1014,1,Vilage Court,660
Business Lawyer,BusinessFraud,1041,1012,1,Vilage Court,710
Tax Lawyer,TaxFraud,1002,1017,0,Vilage Court,232
Family Lawyer,Divorce,1022,1005,0,Vilage Court,321
Immigration Lawyer,Deportation,1050,1010,1,District Court,951
Criminal Lawyer,Drug,1037,1002,1,Vilage Court,356
Tax Lawyer,IRSAudit,1020,1016,0,District Court,399
Family Lawyer,Divorce,1003,1006,0,Supreme Court,218
Immigration Lawyer,VisaApplication,1011,1009,1,Supreme Court,382
Business Lawyer,ContractDispute,1011,1012,1,Supreme Court,723
Criminal Lawyer,Robbery,1002,1000,1,Vilage Court,564
Family Lawyer,ChildCustody,1025,1004,0,High Court,565
Criminal Lawyer,Assault,1043,1002,1,High Court,936
Tax Lawyer,IRSAudit,1003,1016,0,District Court,711
Tax Lawyer,IRSAudit,1023,1018,0,Vilage Court,677
Family Lawyer,ChildCustody,1004,1005,1,High Court,962
Tax Lawyer,TaxEvasion,1025,1019,1,High Court,740
Immigration Lawyer,Asylum,1057,1010,1,Supreme Court,135
Business Lawyer,BusinessFraud,1053,1014,0,District Court,129
Criminal Lawyer,Assault,1032,1000,1,High Court,334
Business Lawyer,ContractDispute,1042,1014,1,Supreme Court,832
Tax Lawyer,TaxEvasion,1005,1019,0,Supreme Court,778
Criminal Lawyer,Burglary,1002,1002,1,Supreme Court,400
Immigration Lawyer,VisaApplication,1043,1009,1,High Court,199
Tax Lawyer,IRSAudit,1009,1019,1,High Court,260
Criminal Lawyer,Burglary,1020,1002,1,Vilage Court,413
Family Lawyer,ChildCustody,1025,1004,0,Vilage Court,193
Criminal Lawyer,Assault,1006,1000,1,Vilage Court,943
Tax Lawyer,TaxFraud,1012,1017,0,Vilage Court,881
Criminal Lawyer,Assault,1039,1002,0,High Court,768
Business Lawyer,ContractDispute,1015,1014,1,High Court,447
Business Lawyer,ContractDispute,1006,1013,0,High Court,550
Criminal Lawyer,Assault,1027,1002,0,District Court,549
Business Lawyer,BusinessFraud,1054,1014,1,Supreme Court,581
Tax Lawyer,TaxEvasion,1014,1018,1,Supreme Court,931
Criminal Lawyer,Robbery,1003,1001,0,District Court,263
Family Lawyer,Divorce,1040,1004,1,District Court,328
Business Lawyer,IntellectualProperty,1034,1013,0,Vilage Court,156
Criminal Lawyer,Robbery,1006,1001,1,Supreme Court,777
Tax Lawyer,TaxFraud,1031,1016,1,Vilage Court,532
Tax Lawyer,IRSAudit,1002,1018,0,District Court,351
Criminal Lawyer,Assault,1014,1002,1,Vilage Court,491
Tax Lawyer,TaxFraud,1002,1016,0,High Court,494
Criminal Lawyer,Robbery,1018,1002,0,Vilage Court,524
Tax Lawyer,IRSAudit,1052,1016,1,High Court,801
Immigration Lawyer,Asylum,1027,1008,1,High Court,195
Immigration Lawyer,Asylum,1011,1010,0,High Court,872
Tax Lawyer,TaxFraud,1051,1016,1,District Court,285
Immigration Lawyer,Deportation,1017,1008,0,Vilage Court,363
Immigration Lawyer,Deportation,1054,1010,1,High Court,617
Business Lawyer,ContractDispute,1033,1013,0,Vilage Court,264
Family Lawyer,Divorce,1006,1005,0,Vilage Court,421
Immigration Lawyer,VisaApplication,1055,1010,1,Supreme Court,251
Criminal Lawyer,Drug,1033,1002,0,High Court,866
Business Lawyer,BusinessFraud,1008,1012,0,High Court,668
Criminal Lawyer,Burglary,1001,1000,1,Vilage Court,218
Criminal Lawyer,Burglary,1013,1002,1,Supreme Court,825
Tax Lawyer,IRSAudit,1026,1016,0,Vilage Court,397
Immigration Lawyer,VisaApplication,1005,1009,1,High Court,461
Business Lawyer,ContractDispute,1011,1012,1,District Court,101
Family Lawyer,Divorce,1024,1006,1,Vilage Court,174
Business Lawyer,BusinessFraud,1013,1013,0,Vilage Court,277
Tax Lawyer,IRSAudit,1013,1017,0,Vilage Court,574
Business Lawyer,IntellectualProperty,1025,1012,1,District Court,801
Criminal Lawyer,Robbery,1030,1002,1,District Court,241
Immigration Lawyer,VisaApplication,1017,1010,0,Vilage Court,230
Business Lawyer,IntellectualProperty,1017,1014,1,Supreme Court,665
Family Lawyer,Adoption,1041,1004,0,High Court,729
Tax Lawyer,TaxFraud,1009,1017,0,High Court,139
Tax Lawyer,IRSAudit,1004,1016,0,District Court,277
Criminal Lawyer,Burglary,1029,1002,0,Supreme Court,378
Immigration Lawyer,Deportation,1040,1009,0,District Court,788
Criminal Lawyer,Burglary,1011,1000,1,District Court,825
Immigration Lawyer,Deportation,1028,1010,0,Vilage Court,885
Immigration Lawyer,Deportation,1003,1009,0,Supreme Court,806
Immigration Lawyer,Asylum,1009,1009,1,Supreme Court,795
Business Lawyer,BusinessFraud,1023,1014,0,High Court,355
Tax Lawyer,IRSAudit,1013,1017,0,District Court,962
Tax Lawyer,TaxFraud,1024,1018,1,High Court,354
Immigration Lawyer,Asylum,1020,1008,0,District Court,540
Tax Lawyer,IRSAudit,1003,1019,0,Supreme Court,241
Immigration Lawyer,Deportation,1040,1010,1,Vilage Court,495
Criminal Lawyer,Robbery,1021,1001,0,Vilage Court,129
Tax Lawyer,TaxEvasion,1019,1016,1,Supreme Court,618
Immigration Lawyer,Asylum,1042,1009,1,Supreme Court,375
Business Lawyer,ContractDispute,1028,1014,1,District Court,868
Criminal Lawyer,Assault,1007,1000,1,Vilage Court,303
Family Lawyer,Adoption,1005,1004,1,District Court,295
Criminal Lawyer,Burglary,1025,1001,1,Vilage Court,967
Business Lawyer,BusinessFraud,1031,1013,0,District Court,457
Family Lawyer,Divorce,1025,1006,0,High Court,767
Immigration Lawyer,Asylum,1001,1010,1,Vilage Court,204
Business Lawyer,BusinessFraud,1056,1014,0,High Court,480
Business Lawyer,ContractDispute,1052,1012,0,Supreme Court,247
Family Lawyer,Divorce,1014,1004,0,Vilage Court,744
Tax Lawyer,TaxFraud,1014,1017,0,High Court,685
Immigration Lawyer,Deportation,1034,1010,1,Vilage Court,247
Immigration Lawyer,Deportation,1016,1009,1,Supreme Court,904
Business Lawyer,IntellectualProperty,1007,1014,1,High Court,409
Tax Lawyer,IRSAudit,1025,1017,0,High Court,480
Business Lawyer,BusinessFraud,1008,1012,0,High Court,796
Criminal Lawyer,Robbery,1003,1001,0,Supreme Court,361
Business Lawyer,BusinessFraud,1029,1014,1,Vilage Court,393
Tax Lawyer,TaxFraud,1023,1019,0,District Court,300
Immigration Lawyer,Deportation,1040,1009,0,District Court,645
Criminal Lawyer,Murder,1023,1002,0,Supreme Court,632
Criminal Lawyer,Murder,1031,1002,1,Supreme Court,728
Criminal Lawyer,Burglary,1029,1002,0,Supreme Court,924
Criminal Lawyer,Burglary,1007,1001,0,Supreme Court,744
Criminal Lawyer,Assault,1019,1000,1,Supreme Court,729
Immigration Lawyer,VisaApplication,1012,1008,0,Supreme Court,138
Immigration Lawyer,Deportation,1031,1010,0,Vilage Court,720
Criminal Lawyer,Assault,1016,1000,0,Vilage Court,358
Immigration Lawyer,VisaApplication,1002,1009,1,High Court,668
Tax Lawyer,IRSAudit,1049,1016,0,High Court,130
Family Lawyer,ChildCustody,1019,1006,0,Vilage Court,677
Tax Lawyer,TaxEvasion,1031,1019,0,High Court,639
Family Lawyer,Adoption,1017,1006,0,Vilage Court,661
Immigration Lawyer,VisaApplication,1022,1009,1,District Court,176
Criminal Lawyer,Burglary,1022,1001,0,District Court,806
Business Lawyer,IntellectualProperty,1025,1013,1,High Court,744
Criminal Lawyer,Burglary,1002,1002,1,Vilage Court,836
Tax Lawyer,TaxFraud,1036,1016,0,High Court,149
Immigration Lawyer,VisaApplication,1017,1010,0,Supreme Court,832
Tax Lawyer,TaxEvasion,1008,1016,0,Vilage Court,127
Business Lawyer,ContractDispute,1001,1012,0,Vilage Court,519
Business Lawyer,IntellectualProperty,1044,1014,0,High Court,106
Business Lawyer,ContractDispute,1033,1014,0,High Court,533
Tax Lawyer,IRSAudit,1041,1016,1,Supreme Court,188
Immigration Lawyer,VisaApplication,1006,1008,0,High Court,112
Tax Lawyer,IRSAudit,1001,1019,0,High Court,140
Family Lawyer,Adoption,1029,1006,1,District Court,844
Tax Lawyer,IRSAudit,1015,1016,1,Supreme Court,276
Business Lawyer,IntellectualProperty,1050,1014,0,Supreme Court,573
Tax Lawyer,IRSAudit,1003,1016,0,District Court,823
Family Lawyer,Divorce,1020,1005,1,District Court,763
Business Lawyer,BusinessFraud,1022,1013,1,Vilage Court,773
Criminal Lawyer,Assault,1027,1002,0,High Court,908
Business Lawyer,IntellectualProperty,1010,1012,0,Vilage Court,681
Family Lawyer,Divorce,1023,1004,0,High Court,831
Family Lawyer,Adoption,1026,1005,1,High Court,294
Family Lawyer,Adoption,1029,1004,1,High Court,733
Business Lawyer,BusinessFraud,1013,1013,0,District Court,608
Criminal Lawyer,Drug,1015,1002,1,Vilage Court,796
Tax Lawyer,TaxEvasion,1014,1019,1,High Court,391
Tax Lawyer,TaxFraud,1024,1019,1,District Court,407
Business Lawyer,IntellectualProperty,1010,1014,1,Vilage Court,523
Criminal Lawyer,Burglary,1007,1001,0,High Court,631
Criminal Lawyer,Murder,1004,1001,1,Vilage Court,132
Tax Lawyer,TaxEvasion,1047,1016,0,District Court,564
Immigration Lawyer,Asylum,1036,1009,0,Vilage Court,114
Family Lawyer,ChildCustody,1017,1005,1,Supreme Court,692
Family Lawyer,Divorce,1016,1005,1,District Court,936
Criminal Lawyer,Burglary,1024,1001,0,District Court,385
Family Lawyer,ChildCustody,1014,1006,0,Vilage Court,252
Immigration Lawyer,Deportation,1033,1009,1,Vilage Court,506
Business Lawyer,IntellectualProperty,1002,1013,1,High Court,213
Business Lawyer,BusinessFraud,1049,1013,1,High Court,576
Immigration Lawyer,Asylum,1020,1010,0,Vilage Court,457
Family Lawyer,Divorce,1022,1005,0,Vilage Court,308
Criminal Lawyer,Burglary,1014,1001,0,High Court,850
Business Lawyer,BusinessFraud,1020,1014,1,High Court,373
Business Lawyer,BusinessFraud,1031,1014,0,Supreme Court,436
Immigration Lawyer,VisaApplication,1029,1008,1,District Court,736
Tax Lawyer,IRSAudit,1028,1019,1,Supreme Court,964
Business Lawyer,ContractDispute,1014,1014,0,Supreme Court,591
Family Lawyer,Divorce,1009,1006,1,High Court,779
Criminal Lawyer,Burglary,1024,1001,0,District Court,752
Tax Lawyer,TaxFraud,1013,1016,0,Vilage Court,476
Criminal Lawyer,Drug,1022,1000,0,District Court,751
Business Lawyer,IntellectualProperty,1008,1013,1,Supreme Court,143
Business Lawyer,ContractDispute,1007,1013,1,High Court,987
Immigration Lawyer,VisaApplication,1041,1010,0,Supreme Court,780
Immigration Lawyer,Deportation,1054,1010,1,Supreme Court,820
Criminal Lawyer,Burglary,1022,1002,0,Supreme Court,142
Tax Lawyer,TaxFraud,1007,1017,1,District Court,562
Criminal Lawyer,Assault,1019,1000,1,Supreme Court,860
Business Lawyer,ContractDispute,1015,1013,1,Vilage Court,651
Criminal Lawyer,Assault,1005,1001,1,District Court,601
Business Lawyer,IntellectualProperty,1003,1014,1,Vilage Court,225
Family Lawyer,Divorce,1022,1004,1,High Court,724
Family Lawyer,Adoption,1016,1004,1,District Court,443
Immigration Lawyer,VisaApplication,1014,1010,0,Vilage Court,554
Tax Lawyer,TaxFraud,1019,1017,0,High Court,751
